Account name,Customer ID,Month,Currency code,Clicks,Impr.,CTR,Avg. CPC,Cost,Conversions,Cost / conv.,Conv. rate,Search impr. share,Search lost IS (budget)
HartHomesAndEstates.com,507-835-1735,Jan-24,USD,212,"1,135",18.68%,1.35,285.97,14,20.43,6.60%,< 10%,11.92%
HartRES.com,340-827-9376,Jan-24,USD,477,"10,242",4.66%,1.04,495.78,27,18.36,5.66%,< 10%,10.74%
HauptRealty.com,666-518-4127,Jan-24,USD,844,"4,732",17.84%,0.71,599.9,106,5.66,12.56%,< 10%,6.86%
HeidiFuchs.com,186-663-9305,Jan-24,USD,462,"2,045",22.59%,1.08,499.64,44,11.36,9.52%,< 10%,6.36%
HeightsRealtyGrp.com,865-143-5145,Jan-24,USD,104,917,11.34%,2.4,249.86,19,13.15,18.27%,17.80%,17.17%
HensonCoastalProperties.co,894-610-4897,Jan-24,USD,962,"5,165",18.63%,1.09,1049.57,91,11.53,9.46%,< 10%,8.15%
HetzelHomes.com,384-757-1566,Jan-24,USD,508,"4,721",10.76%,0.98,499.66,43,11.62,8.46%,< 10%,6.88%
HiEstates.com,828-163-1174,Jan-24,USD,706,"4,820",14.65%,0.7,493.75,81,6.1,11.47%,< 10%,5.69%
HighlandBeachHomeFinder.com,635-781-2437,Jan-24,USD,329,"2,465",13.35%,1.05,344.83,31,11.12,9.42%,34.11%,11.06%
HighrisesChicago.com,209-075-0262,Jan-24,USD,368,"2,743",13.42%,0.95,349.89,63,5.55,17.12%,< 10%,16.44%
HighrisesCondos.com,695-743-8672,Jan-24,USD,"1,053","6,474",16.27%,1.09,1143.22,141,8.11,13.39%,17.09%,11.88%
HomesByAgnes.com,267-006-2927,Jan-24,USD,694,"4,773",14.54%,0.72,500.57,71,7.05,10.23%,< 10%,9.77%
HomesByDevon.ca,146-155-9646,Jan-24,USD,324,"3,099",10.45%,0.5,163.45,23,7.11,7.10%,< 10%,11.65%
HomesByGomez.com,630-628-2025,Jan-24,USD,999,"12,482",8.00%,1,999.72,137,7.3,13.71%,< 10%,7.39%
HomesbySheryl.com,881-099-1764,Jan-24,USD,276,"1,482",18.62%,0.93,255.32,28,9.12,10.14%,< 10%,11.11%
HomesByStrand.com,715-238-2323,Jan-24,USD,326,"1,740",18.74%,1.53,497.4,18,27.63,5.52%,23.91%,7.40%
HomeSearchATL.com,819-071-6274,Jan-24,USD,303,"2,568",11.80%,1.64,496.73,35,14.19,11.55%,< 10%,12.75%
HomesForSaleCharlestonGroup.com,605-242-0201,Jan-24,USD,716,"6,039",11.86%,0.91,649.71,60,10.83,8.38%,< 10%,9.95%
HomesInBoise.com,391-392-3882,Jan-24,USD,"1,227","12,897",9.51%,1.22,1499.87,83,18.07,6.76%,< 10%,8.51%
HomesOfBirmingham.com,988-432-1260,Jan-24,USD,666,"5,295",12.58%,0.75,500.05,106,4.72,15.92%,< 10%,8.77%
HomesOfColumbia.info,254-809-0074,Jan-24,USD,199,"1,913",10.40%,0.73,146.15,23,6.35,11.56%,< 10%,8.72%
HomesOnVancouverIsland.ca,187-141-0435,Jan-24,USD,"4,914","47,254",10.40%,0.65,3182.29,372,8.55,7.57%,16.73%,10.82%
HomesteadRealtyCo.com / HomesteadCoRealty.com,147-070-0709,Jan-24,USD,"2,942","31,205",9.43%,1.19,3499.95,263,13.31,8.94%,12.38%,8.27%
HomesToHeart.com,345-360-1093,Jan-24,USD,553,"4,898",11.29%,1.08,599.71,50,11.99,9.04%,< 10%,4.84%
HomeTeamREPros.com,291-198-9896,Jan-24,USD,762,"9,170",8.31%,1.04,793.21,71,11.17,9.32%,10.37%,2.38%
HomeTeamSells.com / ShaneWatsonSells.com,313-098-5023,Jan-24,USD,293,"2,614",11.21%,0.67,197.54,34,5.81,11.60%,11.30%,11.03%
HopeTylerHomeTeam.com,576-748-4498,Jan-24,USD,903,"8,584",10.52%,1.11,999.79,83,12.05,9.19%,< 10%,6.77%
HouseHunterPros.com,415-560-5984,Jan-24,USD,654,"6,325",10.34%,1.13,739.41,61,12.12,9.33%,< 10%,8.53%
HouseInEdmonton.ca,583-976-7062,Jan-24,CAD,732,"10,190",7.18%,0.68,500.07,85,5.88,11.61%,< 10%,10.38%
HousesCalgary.ca,579-758-5370,Jan-24,USD,"2,292","15,396",14.89%,0.7,1593.78,304,5.24,13.26%,10.40%,6.62%
HouseSearchSouthFlorida.com,343-876-9899,Jan-24,USD,319,"2,461",12.96%,1.11,352.87,24,14.7,7.52%,< 10%,11.75%
HoustonHomeSales.co,536-357-5613,Jan-24,USD,542,"4,069",13.32%,0.82,443.51,91,4.87,16.79%,< 10%,9.64%
ID-FL-RealEstate.com,834-890-6358,Jan-24,USD,152,"1,118",13.60%,1.62,246.3,15,16.42,9.87%,< 10%,17.27%
IGCRealty.com,287-866-2403,Jan-24,USD,417,"4,695",8.88%,0.93,388.92,28,13.89,6.71%,< 10%,9.42%
IndyHomeExperts.com / WestIndyLiving.com,619-512-8582,Jan-24,USD,"1,180","9,250",12.76%,1.04,1226.14,136,9.02,11.53%,< 10%,7.05%
IndyWiseChoice.com,606-902-8707,Jan-24,USD,243,"4,462",5.45%,1.23,298.05,23,12.96,9.47%,< 10%,4.39%
IslaRE.com,547-844-9050,Jan-24,USD,781,"7,733",10.10%,0.77,599.76,63,9.52,8.07%,< 10%,7.71%
JacksonRealty.net / LisaJacksonTeam.com,479-803-3611,Jan-24,USD,394,"10,373",3.80%,1.52,598.78,13,46.06,3.30%,18.81%,13.33%
JacobSandersHomes.com,134-168-3744,Jan-24,USD,824,"4,425",18.62%,0.91,749.96,93,8.06,11.29%,38.01%,13.03%
JasonClarke.ca,163-077-5662,Jan-24,CAD,867,"9,897",8.76%,0.58,500.08,52.67,9.5,6.07%,14.48%,14.71%
JayCombesHomes.com,683-677-4811,Jan-24,USD,"1,919","56,483",3.40%,0.78,1494.1,179,8.35,9.33%,< 10%,3.55%
JayHancockRealEstate.com,315-105-3486,Jan-24,USD,947,"9,296",10.19%,1.06,999.82,73,13.7,7.71%,< 10%,5.69%
JCRealty.com,646-171-7560,Jan-24,USD,898,"7,858",11.43%,0.28,249.73,73,3.42,8.13%,17.08%,10.20%
JeffCookRealEstate.com / CarolinaHousesForSale.com,375-145-7162,Jan-24,USD,"6,283","66,433",9.46%,1.07,6735.6,714,9.43,11.36%,< 10%,8.00%
JenniferSipkens.ca,562-624-1264,Jan-24,CAD,354,"2,147",16.49%,1.13,399.79,38,10.52,10.73%,< 10%,9.25%
JennySmithAndAssociates.com / JSATeam.com,673-271-4856,Jan-24,USD,752,"15,669",4.80%,0.67,500.68,74,6.77,9.84%,< 10%,4.45%
JettRealEstate.com,302-479-4129,Jan-24,USD,420,"2,332",18.01%,0.95,399.64,37,10.8,8.81%,< 10%,10.16%
JimBlackSellsHomes.com,231-182-4721,Jan-24,USD,"1,860","44,854",4.15%,1.34,2499.68,126,19.84,6.77%,13.78%,7.07%
JimTalbertResidential.com,518-266-0344,Jan-24,USD,311,"2,861",10.87%,1.12,349.86,31,11.29,9.97%,< 10%,9.10%
JJPRealEstate.com,682-371-0964,Jan-24,USD,257,"1,828",14.06%,0.97,249.14,16,15.57,6.23%,< 10%,9.11%
JnTPerezTeam.com,964-317-6072,Jan-24,USD,294,"1,447",20.32%,1.02,299.75,32,9.37,10.88%,< 10%,10.78%
JodyCleggTeam.com,492-340-2497,Jan-24,USD,"1,274","13,627",9.35%,1.36,1729.33,90,19.21,7.06%,16.15%,6.21%
JoeArizonaHomes.com,305-634-8197,Jan-24,USD,885,"6,413",13.80%,1.13,998.95,81,12.33,9.15%,< 10%,4.33%
JoeWilsonSells.com,517-291-0454,Jan-24,USD,319,"3,387",9.42%,1.57,499.77,27,18.51,8.46%,22.63%,16.27%
JonathanKeevers.com,216-782-2886,Jan-24,USD,566,"5,989",9.45%,0.88,499.82,48,10.41,8.48%,< 10%,6.45%
JourneyHomeRealtyGroup.com,456-126-4144,Jan-24,USD,759,"8,200",9.26%,0.66,497.29,91,5.46,11.99%,< 10%,3.46%
JPSold.com,639-146-7293,Jan-24,USD,829,"14,172",5.85%,0.84,699.83,76,9.21,9.17%,< 10%,7.73%
JulietLalouel.com / JulietRealty.com,246-579-2490,Jan-24,USD,"1,237","9,033",13.69%,0.8,985.03,128,7.7,10.35%,< 10%,5.87%
JupiterBeachRealtyFL.com,968-872-6570,Jan-24,USD,179,"1,878",9.53%,0.79,142.14,21,6.77,11.73%,< 10%,7.57%
JustSayHomeKC.com,607-004-6015,Jan-24,USD,100,789,12.67%,5.09,508.89,20,25.44,20.00%,33.05%,20.46%
KAllanLVRE.com,703-637-1397,Jan-24,USD,"1,903","15,692",12.13%,1.14,2172.4,181,12,9.51%,11.02%,8.16%
KambrinThorneRealEstate.com,577-951-4596,Jan-24,USD,510,"9,854",5.18%,0.98,499.6,36,13.88,7.06%,17.96%,18.60%
KelownaHomes.com,413-378-0427,Jan-24,USD,"1,434","13,033",11.00%,0.52,747.84,135,5.54,9.41%,18.59%,6.62%
KernickHomes.com,612-413-7411,Jan-24,USD,826,"5,415",15.25%,0.73,598.95,93,6.44,11.26%,< 10%,11.02%
KeyeTeam.com,482-023-8646,Jan-24,USD,350,"2,430",14.40%,2.28,798.66,40,19.97,11.43%,19.21%,10.27%
KillebrewRE.com,695-379-7547,Jan-24,USD,464,"7,593",6.11%,1.08,499.14,47,10.62,10.13%,21.13%,17.01%
KimValiceRealEstate.com,199-045-3972,Jan-24,USD,166,"1,098",15.12%,1.66,275.57,15,18.37,9.04%,16.48%,12.74%
KittleRealEstate.com,853-123-6525,Jan-24,USD,109,925,11.78%,2.74,298.59,11,27.14,10.09%,14.54%,16.09%
KnoxvilleAreaHomes.net,989-494-0392,Jan-24,USD,"1,434","8,844",16.21%,0.69,991.46,170,5.83,11.85%,< 10%,5.43%
KristenYazel.com,933-074-6803,Jan-24,USD,240,"1,566",15.33%,1.04,249.07,40,6.23,16.67%,< 10%,8.65%
KrisWeaver.com,425-169-9597,Jan-24,USD,"10,210","106,397",9.60%,1.56,15966.52,839.5,19.02,8.22%,22.62%,6.93%
KTSellsMB.com,588-449-2994,Jan-24,USD,607,"5,885",10.31%,0.99,600.11,60,10,9.88%,< 10%,7.30%
LafayetteHomePros.com,349-772-2933,Jan-24,USD,161,974,16.53%,0.77,124.51,30,4.15,18.63%,12.38%,14.75%
LaFleurRealEstateInc.com,490-753-8995,Jan-24,USD,"1,142","8,913",12.81%,0.87,998.56,77,12.97,6.74%,< 10%,11.63%
LaHomes.com,971-971-4486,Jan-24,USD,513,"4,251",12.07%,0.97,500.08,43,11.63,8.38%,< 10%,6.35%
LakeOconee.realty,625-661-2119,Jan-24,USD,418,"1,935",21.60%,1.48,617.91,37,16.7,8.85%,42.86%,14.83%
LaneCountyHomes.net,914-056-2556,Jan-24,USD,466,"5,303",8.79%,1.07,500.83,53,9.45,11.37%,10.97%,9.22%
LasVegasLocalLiving.com,284-093-5619,Jan-24,USD,644,"4,923",13.08%,1.55,999.05,66,15.14,10.25%,12.56%,3.42%
LauraWillisRealEstate.com,439-827-0000,Jan-24,USD,"1,254","9,067",13.83%,1.18,1474.35,124,11.89,9.89%,17.78%,14.12%
LaysonGroup.com / KnoxvilleAtHome.com,226-849-2996,Jan-24,USD,"1,460","24,686",5.91%,0.73,1061.53,161,6.59,11.03%,< 10%,19.49%
LegacyKeyHomes.com,383-107-4554,Jan-24,USD,488,"4,708",10.37%,1.02,499.77,49,10.2,10.04%,< 10%,6.22%
LegacyRealEstateTeam.com / LegacyRealEstateTeam.co,578-913-9007,Jan-24,USD,"10,755","84,758",12.69%,1.56,16802.27,986.5,17.03,9.17%,13.57%,6.46%
LeslieMelton.com,559-951-3080,Jan-24,USD,800,"7,484",10.69%,0.81,649.71,101,6.43,12.63%,15.50%,8.12%
LetsMoveHouston.com,524-336-9644,Jan-24,USD,"1,383","9,779",14.14%,0.79,1087.1,246,4.42,17.79%,< 10%,11.28%
ListingsInAZ.com,662-374-7249,Jan-24,USD,517,"3,568",14.49%,0.96,494.85,60,8.25,11.61%,< 10%,7.33%
Live337.com,683-722-6690,Jan-24,USD,"1,417","12,261",11.56%,0.86,1224.33,181,6.76,12.77%,20.78%,4.03%
LiveLoveMalibu.com,725-720-3723,Jan-24,USD,306,"2,346",13.04%,0.98,299.98,37,8.11,12.09%,< 10%,6.81%
LivelyCharlestonHomeSearch.com,578-964-6958,Jan-24,USD,"2,170","17,795",12.19%,1.38,2998.47,263,11.4,12.12%,18.55%,6.00%
LiveMontgomeryCounty.com,700-009-8144,Jan-24,USD,463,"3,069",15.09%,1.08,499.63,52,9.61,11.23%,< 10%,3.09%
LiveSellFL.com,775-282-2058,Jan-24,USD,"1,002","17,060",5.87%,1,999.8,85,11.76,8.48%,< 10%,8.88%
LivingWell.realty (TheLivingWellTeam.com),202-582-2529,Jan-24,USD,"1,501","11,524",13.02%,1.33,1999.68,132,15.15,8.79%,11.61%,6.94%
LockboxLasVegas.com,488-684-6097,Jan-24,USD,448,"3,800",11.79%,1.11,498.3,42,11.86,9.38%,< 10%,8.07%
LoneStarReal.com / WegnerRealtyGroup.com,387-446-2531,Jan-24,USD,"1,001","5,760",17.38%,0.9,901.17,134,6.73,13.39%,< 10%,7.53%
LonnieBush.com,698-854-4833,Jan-24,USD,"6,985","72,275",9.66%,2.09,14584.82,670,21.77,9.59%,23.36%,10.76%
LookingForSanDiegoHomes.com,184-264-6950,Jan-24,USD,458,"3,505",13.07%,1.08,495.23,45,11.01,9.83%,< 10%,12.14%
LouisvilleHomeCenter.com,731-443-1297,Jan-24,USD,501,"4,136",12.11%,1,500.08,60,8.33,11.98%,< 10%,9.69%
LoveTheSuburbs.com,405-581-5674,Jan-24,USD,738,"8,054",9.16%,1.35,999.82,67,14.92,9.08%,14.69%,7.64%
LoweHomeTeam.com,238-763-6941,Jan-24,USD,269,"2,628",10.24%,1.12,300.03,32,9.38,11.90%,< 10%,15.69%
LureRealEstate.com,141-955-0803,Jan-24,USD,432,"3,981",10.85%,1.13,487.85,47,10.38,10.88%,12.85%,8.57%
LuxeHomeTeam.com / LuxeHomeTeam.net,279-440-0648,Jan-24,USD,312,"3,990",7.82%,1.92,597.64,33,18.11,10.58%,11.08%,6.84%
LuxRealtyTeam.com,394-887-4841,Jan-24,USD,"1,962","51,485",3.81%,1.01,1988.48,254,7.83,12.95%,20.35%,5.07%
LuxSouthFloridaHomes.com,421-663-5078,Jan-24,USD,791,"6,145",12.87%,1.27,1004.06,101,9.94,12.77%,< 10%,9.80%
LuxuryLivingHi.com,555-585-8482,Jan-24,USD,219,"2,022",10.83%,0.67,147.53,23,6.41,10.50%,< 10%,10.59%
LuxuryLivingInternational.net,124-606-1993,Jan-24,USD,427,"2,928",14.58%,0.94,399.87,65,6.15,15.22%,< 10%,10.08%
LWRHome.com,595-629-2660,Jan-24,USD,"1,641","7,234",22.68%,1.33,2189.72,149,14.7,9.08%,10.23%,8.36%
MadeleineForresterOC.com,881-847-9743,Jan-24,USD,661,"13,870",4.77%,0.91,599.84,54,11.11,8.17%,< 10%,7.87%
MainLinePhilaHomes.com,103-107-3992,Jan-24,USD,"3,086","44,249",6.97%,1.13,3496.72,259,13.5,8.39%,22.51%,13.12%
MakeMaineYourHome.realestate,730-193-6576,Jan-24,USD,392,"10,443",3.75%,1.02,399.02,25,15.96,6.38%,< 10%,11.86%
MakingCTHome.com,509-961-4562,Jan-24,USD,"1,230","29,200",4.21%,1.1,1350.5,114,11.85,9.27%,< 10%,9.71%
Manausa.com,139-412-0135,Jan-24,USD,"2,721","69,353",3.92%,1.48,4036.15,173.5,23.26,6.38%,25.71%,7.66%
ManifestDreamTeam.com,299-485-9915,Jan-24,USD,331,"2,794",11.85%,0.91,299.68,33,9.08,9.97%,< 10%,12.44%
MarcusAndCompanyRealty.com,858-349-1105,Jan-24,USD,817,"4,586",17.82%,1.23,1005.75,82,12.27,10.04%,11.91%,18.30%
MarkAllenRealty.com / SearchTheBurbsChicago.com,993-777-1292,Jan-24,USD,279,"1,942",14.37%,0.9,249.87,36,6.94,12.90%,19.73%,9.85%
MattBurnham.com,809-677-5019,Jan-24,CAD,"1,010","8,257",12.23%,0.84,843.49,77,10.95,7.62%,< 10%,9.46%
Matthew-Reyes.com,242-992-2125,Jan-24,USD,330,"1,682",19.62%,1.21,398.7,21,18.99,6.36%,< 10%,11.73%
MattisonHomeTeam.com,819-656-9954,Jan-24,USD,417,"5,366",7.77%,1.19,496.29,25,19.85,6.00%,< 10%,8.68%
MBNARealty.co / MBNARealty.com,929-069-7196,Jan-24,USD,"2,078","42,752",4.86%,0.72,1499.68,188,7.98,9.05%,< 10%,6.14%
McgeeScott.com,514-135-3207,Jan-24,USD,665,"6,468",10.28%,0.74,494.38,67,7.38,10.08%,10.21%,11.09%
MHodgeRealty.com,748-425-9184,Jan-24,USD,504,"12,507",4.03%,0.83,416.74,46,9.06,9.13%,< 10%,10.98%
MiddleGeorgiaHomesForSale.com,108-023-0739,Jan-24,USD,336,"3,161",10.63%,0.59,199.04,27,7.37,8.04%,12.93%,12.54%
MikeAguirreelpasoRealtor.com / SeekEPHomes.com,355-191-1588,Jan-24,USD,410,"3,628",11.30%,0.73,299.96,73,4.11,17.80%,< 10%,10.35%
MikeThomasRealtors.com,517-547-5000,Jan-24,USD,"1,455","73,033",1.99%,0.78,1138.04,118,9.64,8.11%,11.08%,8.25%
MirandaRealEstateGroupFlorida.com,967-498-8394,Jan-24,USD,"3,002","31,102",9.65%,1.03,3084.75,245,12.59,8.15%,< 10%,12.85%
MountainRoseRealty.co,513-868-8193,Jan-24,USD,354,"2,063",17.16%,2.82,999.17,24,41.63,6.78%,38.00%,10.50%
MoveFaster.ca / EdmontonRealEstate.online,336-787-8298,Jan-24,USD,304,"3,928",7.74%,0.6,182.71,29,6.3,9.54%,< 10%,12.38%
MovingSouthwestFlorida.com,317-718-2588,Jan-24,USD,223,859,25.96%,0.9,199.68,42,4.75,18.83%,< 10%,12.70%
MrSantaFeRealEstate.com,598-040-7137,Jan-24,USD,985,"7,862",12.53%,1.01,996.27,90,11.07,9.14%,17.57%,8.38%
MrWestside.com,322-621-0327,Jan-24,USD,738,"4,004",18.43%,1.35,998.83,56,17.84,7.59%,16.71%,5.49%
MuirEstates.com,759-127-9344,Jan-24,USD,400,"2,388",16.75%,1.25,499.85,26,19.23,6.50%,< 10%,11.43%
MuveHomes.ca,929-385-6754,Jan-24,USD,"4,870","67,961",7.17%,0.84,4099.71,473,8.67,9.71%,11.71%,10.50%
MyChesmontHome.com,271-206-3278,Jan-24,USD,407,"2,052",19.83%,1.23,500.08,33,15.15,8.11%,< 10%,11.97%
MyGrandTraverse.com,408-034-2394,Jan-24,USD,265,"1,609",16.47%,0.92,242.78,37,6.56,13.96%,16.20%,6.34%
MyHaven.homes,215-676-1290,Jan-24,USD,482,"3,834",12.57%,1.04,499.21,33,15.13,6.85%,< 10%,7.60%
MyHomeLexington.com,140-969-0107,Jan-24,USD,437,"7,600",5.75%,0.56,246.35,60,4.11,13.73%,< 10%,7.91%
MyJerseyHome.com,298-689-0454,Jan-24,USD,107,919,11.64%,3.73,398.81,18,22.16,16.82%,29.10%,17.12%
MyKamloopsListings.com,500-486-6060,Jan-24,USD,"1,093","9,192",11.89%,0.34,374.79,96,3.9,8.78%,22.28%,17.04%
MyMXRealty.com,127-514-4972,Jan-24,USD,674,"4,986",13.52%,0.74,500.05,72,6.95,10.68%,< 10%,7.38%
NanaimoRE.com,127-345-4223,Jan-24,USD,"1,754","17,995",9.75%,0.57,993.65,138,7.2,7.87%,21.15%,11.33%
NaplesCoastalConnection.com,251-008-6974,Jan-24,USD,243,"1,820",13.35%,1.35,328.97,25,13.16,10.29%,< 10%,25.05%
NashvilleHighriseCondos.com,574-775-4364,Jan-24,USD,688,"4,640",14.83%,1.05,724.47,85,8.52,12.35%,19.07%,9.71%
NashvillesNik.com,391-349-3507,Jan-24,USD,259,"2,734",9.47%,0.96,249.65,29,8.61,11.20%,< 10%,9.31%
NeltnerRealty.com,825-178-5039,Jan-24,USD,822,"7,896",10.41%,0.84,692.52,83,8.34,10.10%,< 10%,17.73%
NevadaRealEstateGroup.com / NevadaGroup.com,850-628-7174,Jan-24,USD,"4,396","69,381",6.34%,1.25,5498.92,408,13.48,9.23%,18.04%,9.62%
NewJerseyLuxuryRealEstate.com,626-365-1711,Jan-24,USD,416,"2,786",14.93%,1.2,500.08,48,10.42,11.54%,10.43%,8.07%
NewMexicosFinestRealEstate.com,692-323-8225,Jan-24,USD,688,"7,824",8.79%,0.72,493.03,77,6.4,11.19%,< 10%,7.98%
NexxusGroup.ca,690-635-5639,Jan-24,CAD,"1,459","16,637",8.77%,0.69,1000.31,125,8,8.57%,< 10%,12.57%
NHCNow.com,695-449-0741,Jan-24,USD,722,"15,024",4.81%,0.69,499.84,70,7.14,9.70%,< 10%,6.61%
NiagaraHomePortal.ca,793-332-4001,Jan-24,CAD,"2,913","23,511",12.39%,0.69,1999.14,219,9.13,7.52%,22.27%,5.68%
NickMcLeanRealEstate.com / EnhancedHomeSearch.com,226-653-6099,Jan-24,USD,"3,109","34,274",9.07%,1.3,4048.09,198,20.44,6.37%,29.26%,9.95%
NierodaTeam.com,865-408-1982,Jan-24,USD,292,"2,452",11.91%,0.88,256.77,36,7.13,12.33%,< 10%,10.47%
NLHomeFinder.ca,751-297-9176,Jan-24,USD,"1,442","9,710",14.85%,0.21,299.98,159,1.89,11.03%,20.63%,10.09%
NortheastTNHomeSearch.com,898-991-5425,Jan-24,USD,"2,811","85,871",3.27%,0.98,2746.52,375,7.32,13.34%,15.27%,3.94%
NorthOfNYCMLS.com,235-596-2537,Jan-24,USD,"1,210","22,592",5.36%,0.82,996.7,126,7.91,10.41%,< 10%,11.43%
NWAHomeStore.com,763-493-5488,Jan-24,USD,"5,512","66,856",8.24%,1.09,5991.63,457,13.11,8.29%,25.33%,5.10%
NYSCapitalRegionHomes.com,457-213-8966,Jan-24,USD,418,"4,781",8.74%,0.71,297.65,54,5.51,12.92%,< 10%,10.99%
OBXLifeRealty.com,638-325-6442,Jan-24,USD,482,"3,685",13.08%,0.52,249.68,43,5.81,8.92%,< 10%,11.54%
ODonnellRealEstate.com,474-868-9915,Jan-24,USD,452,"2,223",20.33%,1.32,596.1,31,19.23,6.86%,< 10%,12.67%
OmahaRealEstate.com,198-002-0388,Jan-24,USD,850,"25,482",3.34%,0.79,667.84,98,6.81,11.53%,< 10%,8.46%
OmahaRealEstateShop.com,986-828-7025,Jan-24,USD,349,"3,553",9.82%,0.86,298.78,47,6.36,13.47%,< 10%,10.20%
OneGroupNashville.com,987-748-3645,Jan-24,USD,371,"2,696",13.76%,1.35,499.94,37,13.51,9.97%,< 10%,6.69%
OrangeCountyAreaProperties.com,850-133-0521,Jan-24,USD,610,"5,367",11.37%,0.98,599.6,53,11.31,8.69%,< 10%,5.20%
OrlandoFloridaRealty.com,517-493-4184,Jan-24,USD,196,"1,165",16.82%,1.01,197.65,21,9.41,10.71%,13.66%,18.59%
OthenGroup.com,415-308-5949,Jan-24,USD,318,"3,554",8.95%,2.97,945.98,49,19.31,15.41%,15.81%,4.95%
OurFairfax.com,402-132-2407,Jan-24,USD,289,"1,437",20.11%,1.38,400.06,19,21.06,6.57%,< 10%,7.60%
OwnLA.homes,171-665-0127,Jan-24,USD,983,"13,212",7.44%,1.02,999.84,63,15.87,6.41%,< 10%,6.76%
PacificWolfRealty.com / TheWolfsNest.com,329-458-6503,Jan-24,USD,"1,005","8,752",11.48%,1.5,1502.89,84,17.89,8.36%,< 10%,12.17%
PalmMartin.com / DreamWorksRealEstate.com,751-514-9386,Jan-24,USD,"3,950","41,899",9.43%,0.87,3453.94,306,11.29,7.75%,< 10%,8.07%
PalmParadiseRealty.com / PalmParadiseRealEstate.com,735-164-6403,Jan-24,USD,923,"8,145",11.33%,1.08,999.85,96,10.42,10.40%,< 10%,11.45%
PanamaCityHomesOnline.com,105-890-4296,Jan-24,USD,378,"3,177",11.90%,0.79,300.04,48,6.25,12.70%,< 10%,8.68%
ParkCityRealEstate.com,200-245-8594,Jan-24,USD,357,"2,637",13.54%,1.42,507.31,43,11.8,12.04%,18.42%,10.88%
PaulaVargasRealtor.com,461-579-9805,Jan-24,USD,889,"6,768",13.14%,1.12,996.3,92,10.83,10.35%,< 10%,8.04%
PearsonCusackRealEstateGroup.com,150-768-9105,Jan-24,USD,295,"5,143",5.74%,1.68,496.73,25,19.87,8.47%,12.26%,15.33%
PeterKoutenTeam.com,970-501-2443,Jan-24,USD,438,"3,129",14.00%,2.28,999.37,49,20.4,11.19%,< 10%,12.96%
PGPropertyShop.com,691-315-8203,Jan-24,USD,"1,477","15,489",9.54%,0.61,899.48,117,7.69,7.92%,33.84%,8.82%
PhoenixAreaHouseSearch.com,985-058-7800,Jan-24,USD,214,"2,108",10.15%,1.05,223.84,25,8.95,11.68%,< 10%,12.74%
PieceOfPDX.com,123-601-2137,Jan-24,USD,210,"1,263",16.63%,1.19,249.46,23,10.85,10.95%,< 10%,9.05%
PinnacleGRS.com,483-129-8701,Jan-24,USD,"1,643","24,464",6.72%,1.09,1790.07,185,9.68,11.26%,< 10%,8.24%
PlatinumHomesFortLauderdale.com,403-610-3582,Jan-24,USD,636,"3,698",17.20%,1.18,747.78,65,11.5,10.22%,< 10%,7.67%
PoconosHomeFinder.com,498-763-4292,Jan-24,USD,"1,007","13,506",7.46%,0.59,597.44,119,5.02,11.82%,19.90%,5.99%
PreferredHomeTeam.com,740-151-9564,Jan-24,USD,"1,838","15,681",11.72%,1.09,1999.71,146,13.7,7.94%,14.72%,2.62%
PremierColoradoProperty.com,135-133-2493,Jan-24,USD,457,"4,692",9.74%,1.1,500.69,38,13.18,8.32%,< 10%,7.43%
PremierListings.com,462-186-8556,Jan-24,USD,"6,810","56,810",11.99%,0.85,5790.35,727,7.96,10.68%,< 10%,7.73%
PriorityHomeSearch.com,332-638-3847,Jan-24,USD,182,"1,962",9.28%,1.21,220.35,17,12.96,9.34%,< 10%,7.75%
ProgramRealty.com,786-185-5715,Jan-24,USD,"7,385","112,902",6.54%,0.95,6997.03,796,8.79,10.77%,14.89%,8.01%
PropertiesNiagara.com,878-700-3899,Jan-24,CAD,"2,035","21,572",9.43%,0.49,999.85,171,5.85,8.40%,14.86%,10.78%
PropertyProsAtlanta.com,354-148-7039,Jan-24,USD,825,"6,189",13.33%,0.91,750.67,85,8.83,10.30%,< 10%,6.10%
PuttRealEstate.com,949-816-3205,Jan-24,USD,930,"13,112",7.09%,0.8,745.59,133,5.61,14.30%,16.11%,10.67%
QuanSellsPalmBeach.com,694-151-6919,Jan-24,USD,352,"2,896",12.15%,0.71,249.8,30,8.33,8.52%,< 10%,7.47%
RafterHRealEstate.com,370-519-9115,Jan-24,USD,585,"5,582",10.48%,0.51,300.19,72,4.17,12.31%,< 10%,13.33%
RaleighHomeFinder.com,684-241-6944,Jan-24,USD,561,"6,210",9.03%,0.89,500.08,77,6.49,13.73%,< 10%,7.72%
Rania-Elsherif.com,254-874-8537,Jan-24,USD,221,"1,004",22.01%,1.36,300.01,12,25,5.43%,12.08%,11.15%
RealAdvantagePartners.com,606-636-0001,Jan-24,USD,524,"4,850",10.80%,0.95,498.89,56,8.91,10.69%,< 10%,10.72%
RealEstateForSaleSF.com,292-314-0744,Jan-24,USD,"1,092","12,107",9.02%,0.9,985.41,85,11.59,7.78%,< 10%,9.71%
RealEstateKateTN.com,521-418-3558,Jan-24,USD,165,837,19.71%,1.5,248.27,12,20.69,7.27%,< 10%,10.52%
RealFloridaParadiseHome.com,444-394-7095,Jan-24,USD,652,"4,424",14.74%,0.77,500.78,72,6.96,11.04%,< 10%,7.15%
